horizon,regime,algo,fold,purge,n_train,n_test,n_would_purge,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
2,CALM,GradientBoosting,4,False,1907,287,0,0.2687,0.5052,0.502,0.268,0.5593
2,CALM,GradientBoosting,4,True,1907,287,0,0.2687,0.5052,0.502,0.268,0.5593
2,CALM,CatBoost,4,False,1907,287,0,0.2523,0.5261,0.5252,0.2718,0.5
2,CALM,CatBoost,4,True,1907,287,0,0.2523,0.5261,0.5252,0.2718,0.5
2,NORMAL,XGBoost,0,False,909,333,0,0.2794,0.5435,0.5148,0.2917,0.5517
2,NORMAL,XGBoost,0,True,909,333,0,0.2794,0.5435,0.5148,0.2917,0.5517
2,NORMAL,LightGBM,0,False,909,333,0,0.26,0.5135,0.486,0.2444,0.5427
2,NORMAL,LightGBM,0,True,909,333,0,0.26,0.5135,0.486,0.2444,0.5427
2,NORMAL,RandomForest,0,False,909,333,0,0.2785,0.5526,0.4977,0.2588,0.6087
2,NORMAL,RandomForest,0,True,909,333,0,0.2785,0.5526,0.4977,0.2588,0.6087
2,NORMAL,GradientBoosting,0,False,909,333,0,0.2786,0.5586,0.5369,0.2887,0.5253
2,NORMAL,GradientBoosting,0,True,909,333,0,0.2786,0.5586,0.5369,0.2887,0.5253
2,NORMAL,CatBoost,0,False,909,333,0,0.3093,0.5556,0.5,0.2619,0.625
