horizon,regime,fold,N,sampler,algo,n_train,n_test,test_start,test_end,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
1,GLOBAL,3,8,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2784,0.558,0.5578,0.1531,0.5947
1,GLOBAL,3,8,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2527,0.5346,0.5336,0.098,0.5473
1,GLOBAL,3,8,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,9,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3116,0.5919,0.5849,0.313,0.6266
1,GLOBAL,3,9,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3198,0.5984,0.5916,0.3407,0.6237
1,GLOBAL,3,9,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3231,0.5971,0.5918,0.257,0.6466
1,GLOBAL,3,9,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3097,0.5789,0.571,0.3407,0.6231
1,GLOBAL,3,9,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,9,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3145,0.5854,0.5778,0.3012,0.6364
1,GLOBAL,3,9,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3258,0.5815,0.5745,0.3113,0.6182
1,GLOBAL,3,9,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3181,0.5841,0.582,0.2811,0.6491
1,GLOBAL,3,9,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3134,0.5789,0.574,0.361,0.6058
1,GLOBAL,3,9,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,9,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3263,0.6063,0.5886,0.3223,0.6336
1,GLOBAL,3,9,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3367,0.6076,0.6016,0.386,0.6116
1,GLOBAL,3,9,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.3218,0.5945,0.5911,0.2902,0.6509
1,GLOBAL,3,9,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3202,0.5919,0.5724,0.3696,0.6079
1,GLOBAL,3,9,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,9,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3024,0.5854,0.5816,0.2672,0.6336
1,GLOBAL,3,9,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3119,0.5711,0.563,0.2948,0.6133
1,GLOBAL,3,9,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3101,0.5867,0.5817,0.2437,0.6554
1,GLOBAL,3,9,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3152,0.5815,0.5762,0.3268,0.6231
1,GLOBAL,3,9,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,9,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.2297,0.5424,0.5423,0.1204,0.5629
1,GLOBAL,3,9,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.236,0.5411,0.5409,0.1156,0.5837
1,GLOBAL,3,9,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2633,0.5606,0.5606,0.1429,0.6063
1,GLOBAL,3,9,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2463,0.5541,0.5539,0.1689,0.5916
1,GLOBAL,3,9,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,10,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3239,0.5958,0.5884,0.3094,0.6307
1,GLOBAL,3,10,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3223,0.5906,0.5825,0.3206,0.6234
1,GLOBAL,3,10,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.323,0.5971,0.588,0.2634,0.6496
1,GLOBAL,3,10,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.311,0.5919,0.5837,0.3371,0.6239
1,GLOBAL,3,10,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,10,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3034,0.5815,0.574,0.2996,0.6234
1,GLOBAL,3,10,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3279,0.588,0.5801,0.3682,0.6379
1,GLOBAL,3,10,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3241,0.5893,0.5822,0.252,0.6522
1,GLOBAL,3,10,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3199,0.5932,0.5842,0.3466,0.6261
1,GLOBAL,3,10,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,10,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3061,0.5945,0.5736,0.3345,0.6226
1,GLOBAL,3,10,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3253,0.6063,0.5996,0.3643,0.5859
1,GLOBAL,3,10,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.3192,0.601,0.5958,0.3,0.6624
1,GLOBAL,3,10,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3222,0.5958,0.5795,0.3696,0.614
1,GLOBAL,3,10,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,10,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3031,0.5958,0.5908,0.2868,0.6207
1,GLOBAL,3,10,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3119,0.5919,0.5827,0.3105,0.607
1,GLOBAL,3,10,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3093,0.5932,0.5891,0.249,0.6554
1,GLOBAL,3,10,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3102,0.5893,0.5838,0.3333,0.6309
1,GLOBAL,3,10,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,10,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.242,0.5267,0.521,0.1589,0.5367
1,GLOBAL,3,10,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.2801,0.5463,0.5434,0.2321,0.5586
1,GLOBAL,3,10,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2617,0.5476,0.5452,0.1909,0.586
1,GLOBAL,3,10,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2522,0.5319,0.5257,0.2,0.533
1,GLOBAL,3,10,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,11,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3253,0.5984,0.5895,0.3206,0.6342
1,GLOBAL,3,11,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3286,0.5841,0.5769,0.3796,0.6049
1,GLOBAL,3,11,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3212,0.5971,0.5887,0.2651,0.6653
1,GLOBAL,3,11,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3116,0.5828,0.5742,0.3346,0.613
1,GLOBAL,3,11,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,11,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3215,0.6023,0.5963,0.3071,0.6296
1,GLOBAL,3,11,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3132,0.5945,0.5854,0.3407,0.6362
1,GLOBAL,3,11,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3187,0.6037,0.5952,0.2343,0.6582
1,GLOBAL,3,11,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.342,0.605,0.5976,0.3521,0.6424
1,GLOBAL,3,11,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,11,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3335,0.5997,0.582,0.3604,0.6334
1,GLOBAL,3,11,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3193,0.588,0.5826,0.3297,0.5964
1,GLOBAL,3,11,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.32,0.6037,0.5961,0.2295,0.6778
1,GLOBAL,3,11,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3265,0.5854,0.5687,0.3663,0.6027
1,GLOBAL,3,11,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,11,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3062,0.588,0.5824,0.3089,0.6368
1,GLOBAL,3,11,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3099,0.5789,0.5707,0.3012,0.6137
1,GLOBAL,3,11,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3053,0.5854,0.5778,0.2447,0.6611
1,GLOBAL,3,11,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3096,0.5867,0.5809,0.3154,0.628
1,GLOBAL,3,11,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,11,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.266,0.5515,0.5404,0.2684,0.5
1,GLOBAL,3,11,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.2718,0.5319,0.5287,0.2723,0.5217
1,GLOBAL,3,11,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.281,0.5346,0.5216,0.302,0.442
1,GLOBAL,3,11,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2701,0.5385,0.5319,0.3051,0.5269
1,GLOBAL,3,11,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,12,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3263,0.5971,0.5907,0.3433,0.6296
1,GLOBAL,3,12,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3285,0.6089,0.602,0.361,0.6114
1,GLOBAL,3,12,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3316,0.6037,0.5942,0.2638,0.668
1,GLOBAL,3,12,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3307,0.6023,0.5952,0.375,0.6034
1,GLOBAL,3,12,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,12,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3309,0.6063,0.6014,0.3456,0.6207
1,GLOBAL,3,12,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3195,0.588,0.5834,0.3709,0.6154
1,GLOBAL,3,12,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3191,0.605,0.6004,0.2634,0.6639
1,GLOBAL,3,12,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.31,0.5815,0.5742,0.3382,0.6127
1,GLOBAL,3,12,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,12,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.325,0.6063,0.5904,0.3321,0.6177
1,GLOBAL,3,12,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3066,0.5828,0.5785,0.3799,0.5727
1,GLOBAL,3,12,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.3298,0.6102,0.6042,0.2857,0.6667
1,GLOBAL,3,12,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3229,0.5893,0.576,0.3843,0.5898
1,GLOBAL,3,12,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,12,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3104,0.5893,0.5859,0.3016,0.6087
1,GLOBAL,3,12,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3323,0.5854,0.5805,0.3462,0.5978
1,GLOBAL,3,12,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3315,0.6128,0.6093,0.2869,0.6681
1,GLOBAL,3,12,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3345,0.6167,0.6124,0.3333,0.6117
1,GLOBAL,3,12,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,12,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.2674,0.5332,0.5303,0.2661,0.5645
1,GLOBAL,3,12,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.2824,0.5528,0.5507,0.332,0.5524
1,GLOBAL,3,12,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2884,0.5411,0.5383,0.3058,0.5839
1,GLOBAL,3,12,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2748,0.5489,0.5475,0.2638,0.5768
1,GLOBAL,3,12,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,13,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3037,0.5867,0.5801,0.317,0.5978
1,GLOBAL,3,13,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3089,0.5932,0.5855,0.3513,0.59
1,GLOBAL,3,13,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3278,0.6063,0.5955,0.2318,0.6708
1,GLOBAL,3,13,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3078,0.5763,0.5689,0.3521,0.5952
1,GLOBAL,3,13,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,13,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3333,0.5945,0.5907,0.363,0.6211
1,GLOBAL,3,13,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3107,0.5789,0.573,0.3345,0.5951
1,GLOBAL,3,13,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3202,0.605,0.6002,0.2469,0.6667
1,GLOBAL,3,13,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3153,0.5763,0.5718,0.3643,0.6185
1,GLOBAL,3,13,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,13,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3209,0.5958,0.58,0.3381,0.618
1,GLOBAL,3,13,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3026,0.5763,0.5716,0.3772,0.5734
1,GLOBAL,3,13,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.3134,0.6023,0.5949,0.2429,0.6681
1,GLOBAL,3,13,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3211,0.5958,0.5852,0.3806,0.6085
1,GLOBAL,3,13,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,13,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3068,0.5828,0.5788,0.2868,0.6039
1,GLOBAL,3,13,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3087,0.5932,0.5882,0.3382,0.6039
1,GLOBAL,3,13,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3222,0.6023,0.5952,0.2427,0.6722
1,GLOBAL,3,13,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.301,0.5789,0.5749,0.3245,0.6083
1,GLOBAL,3,13,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,13,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.2315,0.5072,0.4753,0.2311,0.3653
1,GLOBAL,3,13,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.235,0.5033,0.4812,0.2553,0.379
1,GLOBAL,3,13,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2743,0.5359,0.5228,0.3197,0.4839
1,GLOBAL,3,13,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2301,0.498,0.4667,0.2301,0.3686
1,GLOBAL,3,13,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,14,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3237,0.5945,0.5869,0.3258,0.6282
1,GLOBAL,3,14,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3058,0.5945,0.586,0.3491,0.6052
1,GLOBAL,3,14,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3073,0.5971,0.5867,0.1897,0.6625
1,GLOBAL,3,14,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3187,0.5815,0.573,0.3676,0.6217
1,GLOBAL,3,14,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,14,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3355,0.6206,0.6164,0.3577,0.6342
1,GLOBAL,3,14,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3289,0.5997,0.5953,0.3972,0.6228
1,GLOBAL,3,14,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3033,0.5945,0.5872,0.1652,0.6624
1,GLOBAL,3,14,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3315,0.5984,0.5932,0.3958,0.6096
1,GLOBAL,3,14,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,14,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3305,0.6037,0.5885,0.3875,0.6377
1,GLOBAL,3,14,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3333,0.5958,0.5917,0.3803,0.6099
1,GLOBAL,3,14,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.317,0.6128,0.6066,0.2588,0.6568
1,GLOBAL,3,14,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3143,0.5737,0.5622,0.363,0.6112
1,GLOBAL,3,14,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,14,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3134,0.5945,0.5896,0.2946,0.6239
1,GLOBAL,3,14,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3084,0.5815,0.5727,0.3134,0.6325
1,GLOBAL,3,14,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3123,0.6063,0.5984,0.2241,0.668
1,GLOBAL,3,14,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.32,0.5711,0.567,0.365,0.6192
1,GLOBAL,3,14,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,14,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.2389,0.5059,0.4797,0.2291,0.4451
1,GLOBAL,3,14,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.2409,0.5098,0.4955,0.2542,0.4396
1,GLOBAL,3,14,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.2503,0.5241,0.5138,0.2605,0.4868
1,GLOBAL,3,14,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2281,0.5007,0.4709,0.2183,0.426
1,GLOBAL,3,14,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,15,SMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3194,0.5997,0.5949,0.3158,0.6161
1,GLOBAL,3,15,SMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3069,0.5867,0.579,0.3008,0.6087
1,GLOBAL,3,15,SMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3004,0.5919,0.581,0.1867,0.6722
1,GLOBAL,3,15,SMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3126,0.5893,0.579,0.3065,0.6121
1,GLOBAL,3,15,SMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,15,BorderlineSMOTE,XGBoost,4071,767,2016-12-29,2020-03-06,0.3083,0.5893,0.5861,0.3212,0.6154
1,GLOBAL,3,15,BorderlineSMOTE,LightGBM,4071,767,2016-12-29,2020-03-06,0.3244,0.588,0.5846,0.3456,0.5933
1,GLOBAL,3,15,BorderlineSMOTE,RandomForest,4071,767,2016-12-29,2020-03-06,0.3136,0.5984,0.5943,0.2232,0.6466
1,GLOBAL,3,15,BorderlineSMOTE,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3002,0.5828,0.5796,0.3381,0.5869
1,GLOBAL,3,15,BorderlineSMOTE,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,15,ADASYN,XGBoost,4071,767,2016-12-29,2020-03-06,0.3358,0.6128,0.5998,0.3521,0.6336
1,GLOBAL,3,15,ADASYN,LightGBM,4071,767,2016-12-29,2020-03-06,0.3337,0.5945,0.5894,0.3755,0.6085
1,GLOBAL,3,15,ADASYN,RandomForest,4071,767,2016-12-29,2020-03-06,0.3082,0.5984,0.5911,0.2203,0.6667
1,GLOBAL,3,15,ADASYN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3157,0.5906,0.5741,0.3696,0.5991
1,GLOBAL,3,15,ADASYN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,15,SMOTETomek,XGBoost,4071,767,2016-12-29,2020-03-06,0.3108,0.5984,0.5959,0.3053,0.6161
1,GLOBAL,3,15,SMOTETomek,LightGBM,4071,767,2016-12-29,2020-03-06,0.3103,0.605,0.5987,0.3143,0.6083
1,GLOBAL,3,15,SMOTETomek,RandomForest,4071,767,2016-12-29,2020-03-06,0.3092,0.6089,0.603,0.1964,0.6694
1,GLOBAL,3,15,SMOTETomek,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.3274,0.5932,0.5905,0.3663,0.5785
1,GLOBAL,3,15,SMOTETomek,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,GLOBAL,3,15,SMOTEENN,XGBoost,4071,767,2016-12-29,2020-03-06,0.2402,0.515,0.4785,0.2822,0.3844
1,GLOBAL,3,15,SMOTEENN,LightGBM,4071,767,2016-12-29,2020-03-06,0.2743,0.5411,0.5188,0.3154,0.4689
1,GLOBAL,3,15,SMOTEENN,RandomForest,4071,767,2016-12-29,2020-03-06,0.289,0.545,0.5343,0.304,0.5132
1,GLOBAL,3,15,SMOTEENN,GradientBoosting,4071,767,2016-12-29,2020-03-06,0.2425,0.5163,0.4818,0.281,0.3988
1,GLOBAL,3,15,SMOTEENN,CatBoost,4071,767,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,CALM,3,5,SMOTE,XGBoost,1322,509,2016-12-29,2020-03-06,0.2595,0.5383,0.5348,0.3351,0.498
1,CALM,3,5,SMOTE,LightGBM,1322,509,2016-12-29,2020-03-06,0.2385,0.5363,0.5346,0.2872,0.4746
1,CALM,3,5,SMOTE,RandomForest,1322,509,2016-12-29,2020-03-06,0.2838,0.5855,0.577,0.2747,0.6214
1,CALM,3,5,SMOTE,GradientBoosting,1322,509,2016-12-29,2020-03-06,0.2653,0.5344,0.532,0.3684,0.4706
1,CALM,3,5,SMOTE,CatBoost,1322,509,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,CALM,3,5,BorderlineSMOTE,XGBoost,1322,509,2016-12-29,2020-03-06,0.264,0.5521,0.5472,0.2979,0.5194
1,CALM,3,5,BorderlineSMOTE,LightGBM,1322,509,2016-12-29,2020-03-06,0.249,0.5619,0.5612,0.3216,0.4322
1,CALM,3,5,BorderlineSMOTE,RandomForest,1322,509,2016-12-29,2020-03-06,0.2718,0.5756,0.5726,0.2623,0.6097
1,CALM,3,5,BorderlineSMOTE,GradientBoosting,1322,509,2016-12-29,2020-03-06,0.2577,0.5442,0.5412,0.3232,0.4938
1,CALM,3,5,BorderlineSMOTE,CatBoost,1322,509,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,CALM,3,5,ADASYN,XGBoost,1322,509,2016-12-29,2020-03-06,0.27,0.5422,0.5362,0.3118,0.5312
1,CALM,3,5,ADASYN,LightGBM,1322,509,2016-12-29,2020-03-06,0.2719,0.5678,0.565,0.3333,0.5
1,CALM,3,5,ADASYN,RandomForest,1322,509,2016-12-29,2020-03-06,0.2662,0.5717,0.5666,0.2431,0.6154
1,CALM,3,5,ADASYN,GradientBoosting,1322,509,2016-12-29,2020-03-06,0.2366,0.5187,0.516,0.3125,0.4647
1,CALM,3,5,ADASYN,CatBoost,1322,509,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
1,CALM,3,5,SMOTETomek,XGBoost,1322,509,2016-12-29,2020-03-06,0.2565,0.5422,0.5394,0.3452,0.5221
1,CALM,3,5,SMOTETomek,LightGBM,1322,509,2016-12-29,2020-03-06,0.2547,0.5462,0.5444,0.3692,0.4262
1,CALM,3,5,SMOTETomek,RandomForest,1322,509,2016-12-29,2020-03-06,0.2956,0.5658,0.5634,0.3368,0.5794
1,CALM,3,5,SMOTETomek,GradientBoosting,1322,509,2016-12-29,2020-03-06,0.2567,0.5422,0.5378,0.3386,0.5118
1,CALM,3,5,SMOTETomek,CatBoost,1322,509,2016-12-29,2020-03-06,,,,,,unhashable type: 'numpy.ndarray'
