horizon,regime,algo,fold,pool_variant,n_train,n_test,n_ohlc_selected,selected_features,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
1,STRESS,RandomForest,3,BASE,1615,512,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""LUV_ret_1d"", ""PG_ret_1d"", ""CPB_ret_1d"", ""COST_ret_1d"", ""EWC_zscore_60d__macross__ASML_ret_20d"", ""spike_semivar_up_ratio_60d"", ""FRED_NFCI_ret_1d""]",0.2588,0.5957,0.5287,0.1739,0.5103
1,STRESS,RandomForest,3,BASE_PLUS_OHLC,1615,512,1,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""BA_ret_1d"", ""PG_ret_1d"", ""CPB_ret_1d"", ""LUV_ret_1d"", ""ohlc_vix_yz_10d"", ""spike_semivar_up_ratio_60d"", ""COST_ret_1d""]",0.2866,0.541,0.5209,0.413,0.5714
1,STRESS,XGBoost,3,BASE,1615,512,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""LUV_ret_1d"", ""PG_ret_1d"", ""CPB_ret_1d"", ""COST_ret_1d"", ""EWC_zscore_60d__macross__ASML_ret_20d"", ""spike_semivar_up_ratio_60d"", ""FRED_NFCI_ret_1d""]",0.2708,0.6035,0.5563,0.2581,0.4982
1,STRESS,XGBoost,3,BASE_PLUS_OHLC,1615,512,1,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""BA_ret_1d"", ""PG_ret_1d"", ""CPB_ret_1d"", ""LUV_ret_1d"", ""ohlc_vix_yz_10d"", ""spike_semivar_up_ratio_60d"", ""COST_ret_1d""]",0.3023,0.5586,0.5458,0.455,0.4882
1,STRESS,RandomForest,4,BASE,1874,83,0,"[""vix_vol_of_vol_5d"", ""PG_ret_1d"", ""EBAY_ret_5d"", ""P_stress_HMM"", ""JCI_ret_1d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""SLB_ret_1d"", ""PTC_ret_20d""]",0.2557,0.5422,0.5109,0.4444,0.6349
1,STRESS,RandomForest,4,BASE_PLUS_OHLC,1874,83,0,"[""PG_ret_1d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""JCI_ret_1d"", ""vix_vol_of_vol_5d"", ""EBAY_ret_5d"", ""LUV_ret_1d"", ""SLB_ret_1d"", ""FRED_NFCI_ret_1d""]",0.3333,0.6145,0.5608,0.4138,0.6866
1,STRESS,XGBoost,4,BASE,1874,83,0,"[""vix_vol_of_vol_5d"", ""PG_ret_1d"", ""EBAY_ret_5d"", ""P_stress_HMM"", ""JCI_ret_1d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""SLB_ret_1d"", ""PTC_ret_20d""]",0.2418,0.506,0.4916,0.3846,0.5902
1,STRESS,XGBoost,4,BASE_PLUS_OHLC,1874,83,0,"[""PG_ret_1d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""JCI_ret_1d"", ""vix_vol_of_vol_5d"", ""EBAY_ret_5d"", ""LUV_ret_1d"", ""SLB_ret_1d"", ""FRED_NFCI_ret_1d""]",0.2904,0.5904,0.5495,0.4138,0.5574
2,GLOBAL,RandomForest,0,BASE,2650,794,0,"[""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""PLD_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""AMGN_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""TAP_ret_5d"", ""EWS_ret_5d""]",0.3082,0.5743,0.5731,0.25,0.6023
2,GLOBAL,RandomForest,0,BASE_PLUS_OHLC,2650,794,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""TAP_ret_5d"", ""CSCO_ret_5d"", ""PLD_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d""]",0.2992,0.573,0.5717,0.2656,0.5912
2,GLOBAL,XGBoost,0,BASE,2650,794,0,"[""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""PLD_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""AMGN_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""TAP_ret_5d"", ""EWS_ret_5d""]",0.3371,0.5844,0.5844,0.3617,0.5707
2,GLOBAL,XGBoost,0,BASE_PLUS_OHLC,2650,794,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""TAP_ret_5d"", ""CSCO_ret_5d"", ""PLD_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d""]",0.3,0.5529,0.5525,0.3321,0.5561
2,GLOBAL,RandomForest,1,BASE,3444,806,0,"[""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""FRED_NFCI_zscore_60d"", ""WMT_ret_5d"", ""PLD_ret_5d"", ""QCOM_ret_1d""]",0.3038,0.5633,0.5632,0.3537,0.6113
2,GLOBAL,RandomForest,1,BASE_PLUS_OHLC,3444,806,0,"[""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""PLD_ret_5d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""FRED_NFCI_zscore_60d"", ""ORCL_ret_5d""]",0.3017,0.5819,0.5816,0.2899,0.6257
2,GLOBAL,XGBoost,1,BASE,3444,806,0,"[""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""FRED_NFCI_zscore_60d"", ""WMT_ret_5d"", ""PLD_ret_5d"", ""QCOM_ret_1d""]",0.295,0.5546,0.5543,0.4136,0.5839
2,GLOBAL,XGBoost,1,BASE_PLUS_OHLC,3444,806,0,"[""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""PLD_ret_5d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""FRED_NFCI_zscore_60d"", ""ORCL_ret_5d""]",0.3104,0.5782,0.578,0.3775,0.5851
2,GLOBAL,RandomForest,2,BASE,4250,802,0,"[""vix_vs_ma20"", ""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""VZ_vol_20d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d""]",0.2922,0.586,0.5855,0.2082,0.6749
2,GLOBAL,RandomForest,2,BASE_PLUS_OHLC,4250,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_vs_ma20"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""VZ_vol_20d"", ""vix_zscore_20d"", ""IDX_VXN_zscore_60d""]",0.2763,0.5611,0.5601,0.1882,0.7076
2,GLOBAL,XGBoost,2,BASE,4250,802,0,"[""vix_vs_ma20"", ""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""VZ_vol_20d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d""]",0.3094,0.5885,0.5867,0.2409,0.6789
2,GLOBAL,XGBoost,2,BASE_PLUS_OHLC,4250,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_vs_ma20"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""VZ_vol_20d"", ""vix_zscore_20d"", ""IDX_VXN_zscore_60d""]",0.2984,0.5935,0.5917,0.2482,0.6815
2,GLOBAL,RandomForest,3,BASE,5052,807,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""TAP_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""PAYX_ret_20d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XEL_ret_5d""]",0.3081,0.5675,0.5657,0.3882,0.5163
2,GLOBAL,RandomForest,3,BASE_PLUS_OHLC,5052,807,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d"", ""TAP_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m""]",0.3144,0.57,0.5692,0.4089,0.547
2,GLOBAL,XGBoost,3,BASE,5052,807,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""TAP_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""PAYX_ret_20d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XEL_ret_5d""]",0.3368,0.57,0.5675,0.4101,0.536
2,GLOBAL,XGBoost,3,BASE_PLUS_OHLC,5052,807,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d"", ""TAP_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m""]",0.3159,0.5613,0.5602,0.4559,0.5314
2,GLOBAL,RandomForest,4,BASE,5859,801,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""TAP_ret_5d"", ""IDX_RUT_ret_5d"", ""MCD_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d""]",0.2699,0.5693,0.5638,0.1579,0.6942
2,GLOBAL,RandomForest,4,BASE_PLUS_OHLC,5859,801,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""heston_v0_minus_theta"", ""TAP_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_RUT_ret_5d""]",0.2689,0.5705,0.5659,0.2034,0.6928
2,GLOBAL,XGBoost,4,BASE,5859,801,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""TAP_ret_5d"", ""IDX_RUT_ret_5d"", ""MCD_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d""]",0.3009,0.593,0.5856,0.2222,0.6998
2,GLOBAL,XGBoost,4,BASE_PLUS_OHLC,5859,801,0,"[""IDX_VIX_zscore_60d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""heston_v0_minus_theta"", ""TAP_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_RUT_ret_5d""]",0.2897,0.588,0.5805,0.2257,0.6901
2,CALM,RandomForest,0,BASE,866,341,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""UL_zscore_60d"", ""ETN_ret_20d"", ""PPL_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""BTI_ret_1d"", ""vix_momentum_3d""]",0.2864,0.5191,0.5187,0.2256,0.5401
2,CALM,RandomForest,0,BASE_PLUS_OHLC,866,341,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""PPL_ret_5d"", ""UL_zscore_60d"", ""BTI_ret_1d"", ""IYM_zscore_60d"", ""vix_momentum_3d"", ""MRK_ret_5d""]",0.2769,0.5132,0.513,0.2819,0.5077
2,CALM,XGBoost,0,BASE,866,341,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""UL_zscore_60d"", ""ETN_ret_20d"", ""PPL_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""BTI_ret_1d"", ""vix_momentum_3d""]",0.292,0.5484,0.5484,0.3087,0.4516
2,CALM,XGBoost,0,BASE_PLUS_OHLC,866,341,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""PPL_ret_5d"", ""UL_zscore_60d"", ""BTI_ret_1d"", ""IYM_zscore_60d"", ""vix_momentum_3d"", ""MRK_ret_5d""]",0.2759,0.5132,0.513,0.3243,0.4132
2,CALM,RandomForest,1,BASE,1122,599,0,"[""EWL_ret_5d"", ""CAT_ret_20d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""EXC_ret_5d"", ""AXP_ret_1d"", ""PPL_ret_5d"", ""CPB_ret_1d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d""]",0.2919,0.5659,0.5637,0.3176,0.5956
2,CALM,RandomForest,1,BASE_PLUS_OHLC,1122,599,0,"[""EWL_ret_5d"", ""CAT_ret_20d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""AXP_ret_1d"", ""BTI_ret_1d"", ""vix_momentum_3d"", ""PEP_ret_1d"", ""JNJ_ret_1d""]",0.3184,0.586,0.5856,0.3406,0.631
2,CALM,XGBoost,1,BASE,1122,599,0,"[""EWL_ret_5d"", ""CAT_ret_20d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""EXC_ret_5d"", ""AXP_ret_1d"", ""PPL_ret_5d"", ""CPB_ret_1d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d""]",0.2875,0.5643,0.564,0.3621,0.5232
2,CALM,XGBoost,1,BASE_PLUS_OHLC,1122,599,0,"[""EWL_ret_5d"", ""CAT_ret_20d"", ""IDX_VIX_zscore_60d__zrel__HON_zscore_60d"", ""AXP_ret_1d"", ""BTI_ret_1d"", ""vix_momentum_3d"", ""PEP_ret_1d"", ""JNJ_ret_1d""]",0.2895,0.5459,0.5458,0.3125,0.5502
2,CALM,RandomForest,2,BASE,1386,537,0,"[""AMT_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""IDX_RUT_ret_5d"", ""EBAY_ret_1d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""QCOM_ret_20d""]",0.331,0.6034,0.6033,0.3654,0.6115
2,CALM,RandomForest,2,BASE_PLUS_OHLC,1386,537,0,"[""AMT_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""IDX_RUT_ret_5d"", ""EBAY_ret_1d"", ""FRED_NFCI_ret_5d"", ""vix_momentum_3d""]",0.3211,0.5959,0.5955,0.2732,0.6406
2,CALM,XGBoost,2,BASE,1386,537,0,"[""AMT_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""IDX_RUT_ret_5d"", ""EBAY_ret_1d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""QCOM_ret_20d""]",0.3262,0.5978,0.5978,0.4435,0.5379
2,CALM,XGBoost,2,BASE_PLUS_OHLC,1386,537,0,"[""AMT_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""IDX_RUT_ret_5d"", ""EBAY_ret_1d"", ""FRED_NFCI_ret_5d"", ""vix_momentum_3d""]",0.3513,0.622,0.6208,0.3483,0.6065
2,CALM,RandomForest,4,BASE,1907,287,0,"[""FRED_NFCI_ret_5d"", ""EBAY_ret_1d"", ""AMT_ret_5d"", ""vix_zscore_20d"", ""FRED_STLFSI_ret_1d"", ""spx_vol_5d"", ""IDX_RUT_ret_5d"", ""IDX_AORD_zscore_60d""]",0.2554,0.5157,0.5128,0.2041,0.5763
2,CALM,RandomForest,4,BASE_PLUS_OHLC,1907,287,0,"[""FRED_NFCI_ret_5d"", ""AMT_ret_5d"", ""vix_zscore_20d"", ""EBAY_ret_1d"", ""FRED_STLFSI_ret_1d"", ""IVV_zscore_60d"", ""vix_vs_ma20"", ""IDX_RUT_ret_5d""]",0.2815,0.5366,0.5358,0.1875,0.5905
2,CALM,XGBoost,4,BASE,1907,287,0,"[""FRED_NFCI_ret_5d"", ""EBAY_ret_1d"", ""AMT_ret_5d"", ""vix_zscore_20d"", ""FRED_STLFSI_ret_1d"", ""spx_vol_5d"", ""IDX_RUT_ret_5d"", ""IDX_AORD_zscore_60d""]",0.2647,0.5157,0.5123,0.2316,0.5357
2,CALM,XGBoost,4,BASE_PLUS_OHLC,1907,287,0,"[""FRED_NFCI_ret_5d"", ""AMT_ret_5d"", ""vix_zscore_20d"", ""EBAY_ret_1d"", ""FRED_STLFSI_ret_1d"", ""IVV_zscore_60d"", ""vix_vs_ma20"", ""IDX_RUT_ret_5d""]",0.2942,0.4913,0.4911,0.3429,0.5437
2,NORMAL,RandomForest,0,BASE,909,333,0,"[""IDX_VIX_zscore_60d"", ""MS_ret_1d"", ""IDX_DJI_zscore_60d"", ""BTI_ret_1d"", ""MSTR_ret_5d"", ""CSCO_zscore_60d"", ""MMM_ret_1d"", ""vix_vs_ma10__zrel__HD_vol_20d""]",0.2785,0.5526,0.4977,0.2588,0.6087
2,NORMAL,RandomForest,0,BASE_PLUS_OHLC,909,333,0,"[""MS_ret_1d"", ""IDX_VIX_zscore_60d"", ""MSTR_ret_5d"", ""IDX_DJI_zscore_60d"", ""BTI_ret_1d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""PTC_ret_20d"", ""CSCO_zscore_60d""]",0.2782,0.5586,0.4952,0.1282,0.6352
2,NORMAL,XGBoost,0,BASE,909,333,0,"[""IDX_VIX_zscore_60d"", ""MS_ret_1d"", ""IDX_DJI_zscore_60d"", ""BTI_ret_1d"", ""MSTR_ret_5d"", ""CSCO_zscore_60d"", ""MMM_ret_1d"", ""vix_vs_ma10__zrel__HD_vol_20d""]",0.2794,0.5435,0.5148,0.2917,0.5517
2,NORMAL,XGBoost,0,BASE_PLUS_OHLC,909,333,0,"[""MS_ret_1d"", ""IDX_VIX_zscore_60d"", ""MSTR_ret_5d"", ""IDX_DJI_zscore_60d"", ""BTI_ret_1d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""PTC_ret_20d"", ""CSCO_zscore_60d""]",0.2877,0.5526,0.5251,0.2529,0.5222
2,NORMAL,RandomForest,1,BASE,1177,159,0,"[""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""MDLZ_ret_1d"", ""CVX_vol_20d"", ""PPL_ret_5d"", ""IWD_zscore_60d"", ""vix_zscore_10d"", ""XLV_ret_20d""]",0.1875,0.478,0.4658,0.4928,0.56
2,NORMAL,RandomForest,1,BASE_PLUS_OHLC,1177,159,0,"[""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""CVX_vol_20d"", ""IWD_zscore_60d"", ""PPL_ret_5d"", ""BLK_vol_20d"", ""MET_ret_20d""]",0.1674,0.4969,0.453,0.2667,0.6471
2,NORMAL,XGBoost,1,BASE,1177,159,0,"[""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""MDLZ_ret_1d"", ""CVX_vol_20d"", ""PPL_ret_5d"", ""IWD_zscore_60d"", ""vix_zscore_10d"", ""XLV_ret_20d""]",0.2368,0.5597,0.5534,0.5789,0.592
2,NORMAL,XGBoost,1,BASE_PLUS_OHLC,1177,159,0,"[""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""CVX_vol_20d"", ""IWD_zscore_60d"", ""PPL_ret_5d"", ""BLK_vol_20d"", ""MET_ret_20d""]",0.2471,0.5975,0.528,0.3729,0.7297
2,NORMAL,RandomForest,2,BASE,1453,218,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XOM_ret_1d"", ""vix_zscore_20d"", ""spike_vix_over_3m"", ""BBY_ret_1d"", ""TTE_ret_1d""]",0.2482,0.5367,0.4281,0.1194,0.8087
2,NORMAL,RandomForest,2,BASE_PLUS_OHLC,1453,218,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XOM_ret_1d"", ""vix_zscore_20d"", ""spike_vix_over_3m"", ""TTE_ret_1d"", ""BBY_ret_1d""]",0.2818,0.5688,0.448,0.1194,0.8235
2,NORMAL,XGBoost,2,BASE,1453,218,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XOM_ret_1d"", ""vix_zscore_20d"", ""spike_vix_over_3m"", ""BBY_ret_1d"", ""TTE_ret_1d""]",0.316,0.5505,0.5233,0.4368,0.7453
2,NORMAL,XGBoost,2,BASE_PLUS_OHLC,1453,218,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""XOM_ret_1d"", ""vix_zscore_20d"", ""spike_vix_over_3m"", ""TTE_ret_1d"", ""BBY_ret_1d""]",0.3155,0.5459,0.5173,0.4651,0.7654
2,NORMAL,RandomForest,3,BASE,1731,278,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_ret_5d"", ""IBB_ret_20d"", ""CPB_ret_5d"", ""XLP_ret_1d""]",0.3719,0.6079,0.6052,0.2569,0.6076
2,NORMAL,RandomForest,3,BASE_PLUS_OHLC,1731,278,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""CPB_ret_5d"", ""XLP_ret_1d"", ""FRED_NFCI_ret_5d""]",0.3362,0.6079,0.6042,0.2957,0.5517
2,NORMAL,XGBoost,3,BASE,1731,278,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_ret_5d"", ""IBB_ret_20d"", ""CPB_ret_5d"", ""XLP_ret_1d""]",0.33,0.5576,0.5456,0.381,0.4848
2,NORMAL,XGBoost,3,BASE_PLUS_OHLC,1731,278,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""spike_vix_over_3m"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""CPB_ret_5d"", ""XLP_ret_1d"", ""FRED_NFCI_ret_5d""]",0.3441,0.5863,0.5789,0.4394,0.48
2,NORMAL,RandomForest,4,BASE,2008,428,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""XOM_ret_1d"", ""IDX_IBEX_zscore_60d"", ""spike_vix_over_3m"", ""JCI_ret_5d"", ""MKC_ret_20d""]",0.2503,0.5514,0.5058,0.1043,0.6444
2,NORMAL,RandomForest,4,BASE_PLUS_OHLC,2008,428,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""IDX_IBEX_zscore_60d"", ""IEF_vol_20d"", ""JCI_ret_5d"", ""MCD_ret_5d"", ""spike_vix_over_3m""]",0.2815,0.5701,0.5483,0.2381,0.6764
2,NORMAL,XGBoost,4,BASE,2008,428,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""XOM_ret_1d"", ""IDX_IBEX_zscore_60d"", ""spike_vix_over_3m"", ""JCI_ret_5d"", ""MKC_ret_20d""]",0.2687,0.5467,0.5052,0.2047,0.5485
2,NORMAL,XGBoost,4,BASE_PLUS_OHLC,2008,428,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""IDX_IBEX_zscore_60d"", ""IEF_vol_20d"", ""JCI_ret_5d"", ""MCD_ret_5d"", ""spike_vix_over_3m""]",0.2777,0.5514,0.5209,0.2443,0.6204
2,STRESS,RandomForest,0,BASE,875,120,0,"[""VLO_ret_5d"", ""HUM_ret_1d"", ""CMCSA_ret_5d"", ""CAT_vol_20d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""vix_momentum_3d"", ""NSRGY_ret_5d"", ""IBB_ret_1d""]",0.2468,0.4917,0.4756,0.3256,0.5429
2,STRESS,RandomForest,0,BASE_PLUS_OHLC,875,120,0,"[""VLO_ret_5d"", ""CMCSA_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""HUM_ret_1d"", ""vix_momentum_3d"", ""IEF_ret_20d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""NSRGY_ret_5d""]",0.3235,0.5917,0.5833,0.4615,0.5753
2,STRESS,XGBoost,0,BASE,875,120,0,"[""VLO_ret_5d"", ""HUM_ret_1d"", ""CMCSA_ret_5d"", ""CAT_vol_20d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""vix_momentum_3d"", ""NSRGY_ret_5d"", ""IBB_ret_1d""]",0.2165,0.5,0.4754,0.383,0.4857
