horizon,regime,algo,fold,pool_variant,n_train,n_test,n_ohlc_selected,selected_features,F1_4cls,Acc_dir,F1_dir,F1_UP_FORT,F1_DOWN_FORT
2,STRESS,XGBoost,0,BASE_PLUS_OHLC,875,120,0,"[""VLO_ret_5d"", ""CMCSA_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""HUM_ret_1d"", ""vix_momentum_3d"", ""IEF_ret_20d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""NSRGY_ret_5d""]",0.2684,0.5667,0.5378,0.3043,0.507
2,STRESS,RandomForest,1,BASE,1145,48,0,"[""AAPL_zscore_60d"", ""vix_momentum_3d"", ""IDX_SKEW_ret_20d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""NSRGY_ret_5d"", ""CMCSA_ret_5d"", ""WMT_zscore_60d"", ""TTE_zscore_60d""]",0.2312,0.5417,0.5209,0.5556,0.7317
2,STRESS,RandomForest,1,BASE_PLUS_OHLC,1145,48,0,"[""AAPL_zscore_60d"", ""vix_momentum_3d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""IDX_SKEW_ret_20d"", ""NSRGY_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""TTE_zscore_60d""]",0.2667,0.6042,0.5728,0.6316,0.7727
2,STRESS,XGBoost,1,BASE,1145,48,0,"[""AAPL_zscore_60d"", ""vix_momentum_3d"", ""IDX_SKEW_ret_20d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""NSRGY_ret_5d"", ""CMCSA_ret_5d"", ""WMT_zscore_60d"", ""TTE_zscore_60d""]",0.2559,0.6042,0.5956,0.6,0.7
2,STRESS,XGBoost,1,BASE_PLUS_OHLC,1145,48,0,"[""AAPL_zscore_60d"", ""vix_momentum_3d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""IDX_SKEW_ret_20d"", ""NSRGY_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""TTE_zscore_60d""]",0.2156,0.5625,0.5279,0.375,0.7143
2,STRESS,RandomForest,2,BASE,1411,47,0,"[""IDX_N225_ret_1d"", ""IDX_SKEW_ret_20d"", ""EWH_ret_1d"", ""AAPL_zscore_60d"", ""ENB_ret_1d"", ""IBB_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d""]",0.1642,0.5957,0.4175,0.0,0.8302
2,STRESS,RandomForest,2,BASE_PLUS_OHLC,1411,47,0,"[""IDX_N225_ret_1d"", ""IDX_SKEW_ret_20d"", ""NSRGY_ret_5d"", ""AAPL_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""EWH_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d""]",0.1976,0.5106,0.4265,0.3529,0.7234
2,STRESS,XGBoost,2,BASE,1411,47,0,"[""IDX_N225_ret_1d"", ""IDX_SKEW_ret_20d"", ""EWH_ret_1d"", ""AAPL_zscore_60d"", ""ENB_ret_1d"", ""IBB_ret_5d"", ""HON_zscore_60d__zrel__SJM_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d""]",0.1758,0.5532,0.4278,0.1333,0.76
2,STRESS,XGBoost,2,BASE_PLUS_OHLC,1411,47,0,"[""IDX_N225_ret_1d"", ""IDX_SKEW_ret_20d"", ""NSRGY_ret_5d"", ""AAPL_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""EWH_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d""]",0.175,0.4468,0.3635,0.25,0.7111
2,STRESS,RandomForest,3,BASE,1676,529,0,"[""IDX_SKEW_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""EWH_ret_1d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""TAP_ret_5d"", ""NSRGY_ret_5d"", ""FRED_STLFSI_ret_5d"", ""IDX_N225_ret_1d""]",0.2756,0.5274,0.5149,0.2911,0.4585
2,STRESS,RandomForest,3,BASE_PLUS_OHLC,1676,529,0,"[""IDX_SKEW_ret_20d"", ""TAP_ret_5d"", ""FRED_STLFSI_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""NSRGY_ret_5d"", ""IDX_N225_ret_1d"", ""FRED_NFCI_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d""]",0.2511,0.5066,0.4983,0.2767,0.4355
2,STRESS,XGBoost,3,BASE,1676,529,0,"[""IDX_SKEW_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""EWH_ret_1d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""TAP_ret_5d"", ""NSRGY_ret_5d"", ""FRED_STLFSI_ret_5d"", ""IDX_N225_ret_1d""]",0.2944,0.5501,0.5387,0.4581,0.3544
2,STRESS,XGBoost,3,BASE_PLUS_OHLC,1676,529,0,"[""IDX_SKEW_ret_20d"", ""TAP_ret_5d"", ""FRED_STLFSI_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""NSRGY_ret_5d"", ""IDX_N225_ret_1d"", ""FRED_NFCI_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d""]",0.2719,0.535,0.5249,0.386,0.3852
2,STRESS,RandomForest,4,BASE,1944,86,0,"[""QQQ_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""IDX_N225_ret_1d"", ""VZ_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""PG_ret_20d"", ""AMD_ret_5d""]",0.2215,0.5465,0.5232,0.5263,0.6761
2,STRESS,RandomForest,4,BASE_PLUS_OHLC,1944,86,0,"[""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""QQQ_ret_1d"", ""IDX_N225_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""VZ_ret_5d"", ""PG_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""COP_ret_1d""]",0.2538,0.5581,0.5379,0.6154,0.75
2,STRESS,XGBoost,4,BASE,1944,86,0,"[""QQQ_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""IDX_N225_ret_1d"", ""VZ_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""PG_ret_20d"", ""AMD_ret_5d""]",0.2454,0.5581,0.5423,0.6154,0.5758
2,STRESS,XGBoost,4,BASE_PLUS_OHLC,1944,86,0,"[""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d"", ""QQQ_ret_1d"", ""IDX_N225_ret_1d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""VZ_ret_5d"", ""PG_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""COP_ret_1d""]",0.3069,0.5814,0.5521,0.5405,0.6471
3,GLOBAL,RandomForest,0,BASE,2686,813,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""SCHW_ret_1d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""IDX_VIX_zscore_60d__minus__VLO_zscore_60d"", ""SCHW_ret_5d"", ""ENB_ret_5d""]",0.3057,0.5744,0.5729,0.3071,0.6405
3,GLOBAL,RandomForest,0,BASE_PLUS_OHLC,2686,813,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""SCHW_ret_1d"", ""VIX_Residual"", ""AMGN_ret_5d"", ""SCHW_ret_5d"", ""XLP_ret_1d""]",0.3119,0.5597,0.5593,0.4026,0.6216
3,GLOBAL,XGBoost,0,BASE,2686,813,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""SCHW_ret_1d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""IDX_VIX_zscore_60d__minus__VLO_zscore_60d"", ""SCHW_ret_5d"", ""ENB_ret_5d""]",0.3081,0.556,0.5554,0.3856,0.5761
3,GLOBAL,XGBoost,0,BASE_PLUS_OHLC,2686,813,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""SCHW_ret_1d"", ""VIX_Residual"", ""AMGN_ret_5d"", ""SCHW_ret_5d"", ""XLP_ret_1d""]",0.3038,0.5535,0.5531,0.4025,0.5693
3,GLOBAL,RandomForest,1,BASE,3499,811,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""FRED_NFCI_ret_5d"", ""ENB_ret_5d"", ""VZ_vol_20d"", ""ADM_ret_5d""]",0.3043,0.5956,0.5955,0.3503,0.6512
3,GLOBAL,RandomForest,1,BASE_PLUS_OHLC,3499,811,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""vix_zscore_20d"", ""AMZN_ret_5d"", ""FRED_NFCI_ret_5d"", ""VZ_vol_20d"", ""ADM_ret_5d""]",0.2794,0.5857,0.5856,0.2914,0.6223
3,GLOBAL,XGBoost,1,BASE,3499,811,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""FRED_NFCI_ret_5d"", ""ENB_ret_5d"", ""VZ_vol_20d"", ""ADM_ret_5d""]",0.3229,0.5832,0.5832,0.4507,0.611
3,GLOBAL,XGBoost,1,BASE_PLUS_OHLC,3499,811,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""vix_zscore_20d"", ""AMZN_ret_5d"", ""FRED_NFCI_ret_5d"", ""VZ_vol_20d"", ""ADM_ret_5d""]",0.3258,0.5771,0.5771,0.4204,0.6069
3,GLOBAL,RandomForest,2,BASE,4310,808,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""vix_zscore_20d"", ""PAYX_vol_20d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d""]",0.3009,0.5792,0.5791,0.3048,0.6285
3,GLOBAL,RandomForest,2,BASE_PLUS_OHLC,4310,808,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""PAYX_vol_20d"", ""IDX_VIX_zscore_60d"", ""FRED_STLFSI_zscore_60d""]",0.3116,0.5953,0.5951,0.3071,0.65
3,GLOBAL,XGBoost,2,BASE,4310,808,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""vix_zscore_20d"", ""PAYX_vol_20d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d"", ""FRED_NFCI_zscore_60d__minus__IDX_VIX_ret_5d""]",0.3237,0.5953,0.5953,0.4592,0.6293
3,GLOBAL,XGBoost,2,BASE_PLUS_OHLC,4310,808,0,"[""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""PAYX_vol_20d"", ""IDX_VIX_zscore_60d"", ""FRED_STLFSI_zscore_60d""]",0.3353,0.6064,0.6064,0.3925,0.6469
3,GLOBAL,RandomForest,3,BASE,5118,809,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""FRED_STLFSI_zscore_60d"", ""VZ_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d""]",0.3223,0.5797,0.5786,0.3912,0.5348
3,GLOBAL,RandomForest,3,BASE_PLUS_OHLC,5118,809,1,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""ohlc_vix_yz_10d"", ""IDX_VIX_zscore_60d"", ""vix_ma_20"", ""AMZN_zscore_60d""]",0.3176,0.5723,0.5601,0.3625,0.5459
3,GLOBAL,XGBoost,3,BASE,5118,809,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""FRED_STLFSI_zscore_60d"", ""VZ_vol_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d""]",0.3273,0.5686,0.565,0.451,0.5399
3,GLOBAL,XGBoost,3,BASE_PLUS_OHLC,5118,809,1,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""ohlc_vix_yz_10d"", ""IDX_VIX_zscore_60d"", ""vix_ma_20"", ""AMZN_zscore_60d""]",0.3116,0.56,0.5445,0.381,0.5319
3,GLOBAL,RandomForest,4,BASE,5927,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""COST_vol_20d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""ACN_vol_20d"", ""VZ_vol_20d""]",0.3207,0.6047,0.602,0.2069,0.6444
3,GLOBAL,RandomForest,4,BASE_PLUS_OHLC,5927,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_STLFSI_zscore_60d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""spike_vix_over_3m"", ""COST_vol_20d""]",0.3082,0.611,0.6098,0.2185,0.6652
3,GLOBAL,XGBoost,4,BASE,5927,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""COST_vol_20d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""ACN_vol_20d"", ""VZ_vol_20d""]",0.3063,0.586,0.5834,0.1833,0.6311
3,GLOBAL,XGBoost,4,BASE_PLUS_OHLC,5927,802,0,"[""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_zscore_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""FRED_STLFSI_zscore_60d"", ""vix_vs_ma10__zrel__SBUX_ret_5d"", ""spike_vix_over_3m"", ""COST_vol_20d""]",0.306,0.6035,0.6015,0.2782,0.6492
3,CALM,RandomForest,0,BASE,888,356,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""ADM_ret_5d"", ""VLO_zscore_60d__prod__MKC_ret_20d"", ""CMCSA_ret_5d"", ""IDX_FTSE_ret_1d""]",0.2938,0.5281,0.517,0.3799,0.5191
3,CALM,RandomForest,0,BASE_PLUS_OHLC,888,356,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""ADM_ret_5d"", ""IDX_VIX_zscore_60d"", ""BLK_ret_1d"", ""CMCSA_ret_5d"", ""PEP_ret_1d""]",0.2847,0.5506,0.5408,0.4577,0.5077
3,CALM,XGBoost,0,BASE,888,356,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""IDX_VIX_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""ADM_ret_5d"", ""VLO_zscore_60d__prod__MKC_ret_20d"", ""CMCSA_ret_5d"", ""IDX_FTSE_ret_1d""]",0.2659,0.5253,0.5089,0.4388,0.4174
3,CALM,XGBoost,0,BASE_PLUS_OHLC,888,356,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""ADM_ret_5d"", ""IDX_VIX_zscore_60d"", ""BLK_ret_1d"", ""CMCSA_ret_5d"", ""PEP_ret_1d""]",0.2801,0.5478,0.5375,0.4951,0.3894
3,CALM,RandomForest,1,BASE,1161,606,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""YUM_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""TM_zscore_60d"", ""EWA_ret_1d"", ""IDX_AORD_ret_20d"", ""LLY_ret_1d""]",0.3347,0.5875,0.5872,0.4094,0.5741
3,CALM,RandomForest,1,BASE_PLUS_OHLC,1161,606,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""YUM_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""TM_zscore_60d"", ""EWA_ret_1d"", ""IDX_AORD_ret_20d"", ""BMY_ret_5d""]",0.3011,0.5528,0.5528,0.3525,0.5697
3,CALM,XGBoost,1,BASE,1161,606,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""YUM_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""TM_zscore_60d"", ""EWA_ret_1d"", ""IDX_AORD_ret_20d"", ""LLY_ret_1d""]",0.3061,0.5561,0.556,0.4091,0.4706
3,CALM,XGBoost,1,BASE_PLUS_OHLC,1161,606,0,"[""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""EWC_zscore_60d__prod__FRED_T10Y2Y_ret_5d"", ""YUM_zscore_60d"", ""vix_zscore_10d__zrel__EWC_zscore_60d"", ""TM_zscore_60d"", ""EWA_ret_1d"", ""IDX_AORD_ret_20d"", ""BMY_ret_5d""]",0.2855,0.5512,0.5509,0.3506,0.4848
3,CALM,RandomForest,2,BASE,1423,536,0,"[""EWQ_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""CL_vol_20d"", ""IWN_ret_5d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_AORD_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d""]",0.326,0.5933,0.5923,0.2927,0.5984
3,CALM,RandomForest,2,BASE_PLUS_OHLC,1423,536,0,"[""EWQ_zscore_60d"", ""CL_vol_20d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""heston_v0_minus_theta"", ""MSTR_ret_5d"", ""SMH_vol_20d"", ""IWN_ret_5d""]",0.3615,0.5877,0.5866,0.4087,0.5487
3,CALM,XGBoost,2,BASE,1423,536,0,"[""EWQ_zscore_60d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""CL_vol_20d"", ""IWN_ret_5d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_AORD_ret_20d"", ""vix_zscore_10d__zrel__EWC_zscore_60d""]",0.3248,0.6119,0.6119,0.2844,0.592
3,CALM,XGBoost,2,BASE_PLUS_OHLC,1423,536,0,"[""EWQ_zscore_60d"", ""CL_vol_20d"", ""FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""heston_v0_minus_theta"", ""MSTR_ret_5d"", ""SMH_vol_20d"", ""IWN_ret_5d""]",0.34,0.5784,0.5755,0.3947,0.4857
3,CALM,RandomForest,4,BASE,1943,294,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""MSTR_ret_5d"", ""EWQ_zscore_60d"", ""EWQ_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""AVB_ret_1d"", ""YUM_zscore_60d""]",0.2705,0.4864,0.4838,0.24,0.4486
3,CALM,RandomForest,4,BASE_PLUS_OHLC,1943,294,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""MSTR_ret_5d"", ""AVB_ret_1d"", ""IWN_ret_5d"", ""EWQ_zscore_60d"", ""YUM_zscore_60d"", ""EWQ_ret_5d""]",0.2672,0.5102,0.5069,0.2128,0.4561
3,CALM,XGBoost,4,BASE,1943,294,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""MSTR_ret_5d"", ""EWQ_zscore_60d"", ""EWQ_ret_5d"", ""IDX_VIX_zscore_60d__minus__HON_zscore_60d"", ""AVB_ret_1d"", ""YUM_zscore_60d""]",0.2743,0.4966,0.4926,0.1895,0.4643
3,CALM,XGBoost,4,BASE_PLUS_OHLC,1943,294,0,"[""FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""MSTR_ret_5d"", ""AVB_ret_1d"", ""IWN_ret_5d"", ""EWQ_zscore_60d"", ""YUM_zscore_60d"", ""EWQ_ret_5d""]",0.2973,0.5272,0.5248,0.2737,0.4348
3,NORMAL,RandomForest,0,BASE,909,337,0,"[""MKC_ret_20d__minus__BAC_ret_20d"", ""vix_zscore_20d"", ""CSCO_ret_5d"", ""XLV_ret_5d"", ""LOW_ret_20d"", ""PLD_ret_5d"", ""COF_ret_5d"", ""TAP_ret_1d""]",0.2908,0.5816,0.5479,0.3551,0.661
3,NORMAL,RandomForest,0,BASE_PLUS_OHLC,909,337,1,"[""MKC_ret_20d__minus__BAC_ret_20d"", ""vix_zscore_10d"", ""XLV_ret_5d"", ""IYR_zscore_60d"", ""vix_zscore_20d"", ""IDX_DJI_zscore_60d"", ""PLD_ret_5d"", ""ohlc_vix_parkinson_10d""]",0.3279,0.5638,0.5429,0.4464,0.625
3,NORMAL,XGBoost,0,BASE,909,337,0,"[""MKC_ret_20d__minus__BAC_ret_20d"", ""vix_zscore_20d"", ""CSCO_ret_5d"", ""XLV_ret_5d"", ""LOW_ret_20d"", ""PLD_ret_5d"", ""COF_ret_5d"", ""TAP_ret_1d""]",0.2926,0.5816,0.5627,0.4696,0.5818
3,NORMAL,XGBoost,0,BASE_PLUS_OHLC,909,337,1,"[""MKC_ret_20d__minus__BAC_ret_20d"", ""vix_zscore_10d"", ""XLV_ret_5d"", ""IYR_zscore_60d"", ""vix_zscore_20d"", ""IDX_DJI_zscore_60d"", ""PLD_ret_5d"", ""ohlc_vix_parkinson_10d""]",0.3174,0.5668,0.562,0.4696,0.5052
3,NORMAL,RandomForest,1,BASE,1178,158,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""ABT_vol_20d"", ""ADM_ret_5d"", ""PSA_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IWN_ret_1d"", ""DIS_ret_5d""]",0.2434,0.5506,0.5246,0.4928,0.6618
3,NORMAL,RandomForest,1,BASE_PLUS_OHLC,1178,158,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""ADM_ret_5d"", ""WMT_ret_5d"", ""heston_ev_h7"", ""EWM_zscore_60d"", ""DIS_ret_5d"", ""PSA_ret_5d""]",0.2231,0.557,0.4763,0.1818,0.726
3,NORMAL,XGBoost,1,BASE,1178,158,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""ABT_vol_20d"", ""ADM_ret_5d"", ""PSA_ret_5d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""IWN_ret_1d"", ""DIS_ret_5d""]",0.2103,0.5,0.471,0.3,0.5254
3,NORMAL,XGBoost,1,BASE_PLUS_OHLC,1178,158,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_zscore_20d"", ""ADM_ret_5d"", ""WMT_ret_5d"", ""heston_ev_h7"", ""EWM_zscore_60d"", ""DIS_ret_5d"", ""PSA_ret_5d""]",0.1872,0.4747,0.4368,0.1429,0.6154
3,NORMAL,RandomForest,2,BASE,1458,224,0,"[""IDX_VIX_zscore_60d"", ""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""FRED_NFCI_vol_20d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""SRE_ret_20d"", ""MET_zscore_60d""]",0.2481,0.5714,0.5189,0.359,0.7052
3,NORMAL,RandomForest,2,BASE_PLUS_OHLC,1458,224,0,"[""IDX_VIX_zscore_60d__minus__FRED_NFCI_ret_5d"", ""IDX_VIX_zscore_60d"", ""vix_vs_ma10__zrel__HD_vol_20d"", ""vix_zscore_20d"", ""FRED_NFCI_zscore_60d__zrel__IDX_VIX_zscore_60d"", ""SRE_ret_20d"", ""FRED_NFCI_vol_20d"", ""DIS_ret_5d""]",0.3059,0.5759,0.5156,0.3684,0.7108
